"1a7edc8314767c9343d99d9ce4935274","弥猴桃","中文学名","猕猴桃"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","别名","藤梨、阳桃、白毛桃、毛梨子、布冬、猕猴梨、羊桃、几维果、木子、毛木果、奇异果"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","外文名","YangtaoKiwifruit"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","二名法","Actinidia Chinensis"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","界","植物界"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","门","种子植物门"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","亚门","被子植物亚门"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","纲","双子叶植物纲"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","亚纲","双子叶植物亚纲"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","目","山茶目"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","科","猕猴桃科"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","属","猕猴桃属"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","种","猕猴桃"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","分布区域","陕西、湖南、湖北"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","古名","苌楚"
"1a7edc8314767c9343d99d9ce4935274","弥猴桃","原产地","湖北省宜昌市夷陵区雾渡河"
"2788411f73956519d7e5b20b5975bbb1","杏梅","中文学名","杏梅"
"2788411f73956519d7e5b20b5975bbb1","杏梅","拉丁学名","Armeniaca mume var. bungo"
"2788411f73956519d7e5b20b5975bbb1","杏梅","界","植物界"
"2788411f73956519d7e5b20b5975bbb1","杏梅","门","被子植物门(Angiospermae)"
"2788411f73956519d7e5b20b5975bbb1","杏梅","纲","双子叶植物纲(Dicotyledoneae)，又称木兰纲。"
"2788411f73956519d7e5b20b5975bbb1","杏梅","亚纲","蔷薇亚纲(Rosidae)"
"2788411f73956519d7e5b20b5975bbb1","杏梅","目","蔷薇目(Rosales)"
"2788411f73956519d7e5b20b5975bbb1","杏梅","亚目","蔷薇亚目(Rosineae)"
"2788411f73956519d7e5b20b5975bbb1","杏梅","科","蔷薇科(Rosaceae)"
"2788411f73956519d7e5b20b5975bbb1","杏梅","亚科","李亚科(Prunoideae)也称梅亚科、桃亚科。"
"2788411f73956519d7e5b20b5975bbb1","杏梅","属","杏属(Armeniaca)"
"2788411f73956519d7e5b20b5975bbb1","杏梅","种","杏梅"
"2788411f73956519d7e5b20b5975bbb1","杏梅","生长环境","抗寒性强"
"0faca5bad49668d0447e1cf5a35d8df1","葵百合","中文学名","葵百合"
"0faca5bad49668d0447e1cf5a35d8df1","葵百合","别名","火百合，星象家百合"
"0faca5bad49668d0447e1cf5a35d8df1","葵百合","外文名","AsianLily"
"0faca5bad49668d0447e1cf5a35d8df1","葵百合","拉丁学名","Lilium cv. ""Star Gazer"""
"0faca5bad49668d0447e1cf5a35d8df1","葵百合","界","植物界"
"0faca5bad49668d0447e1cf5a35d8df1","葵百合","门","被子植物门"
"0faca5bad49668d0447e1cf5a35d8df1","葵百合","纲","单子叶植物纲"
"0faca5bad49668d0447e1cf5a35d8df1","葵百合","目","百合目"
"0faca5bad49668d0447e1cf5a35d8df1","葵百合","科","百合科"
"0faca5bad49668d0447e1cf5a35d8df1","葵百合","属","百合属"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","中文学名","向日葵属"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","别名","葵花、太阳花，朝阳花，转日莲"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","拉丁学名","Helianthus L."
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","界","植物界"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","族","向日葵族(Heliantheae Cass.)、向日葵族"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","门","被子植物门(Angiospermae)"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","纲","双子叶植物纲(Dicotyledoneae)，又称木兰纲。"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","亚纲","菊亚纲(Asteridae)"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","目","菊目(Asterales)"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","科","菊科(Asteraceae)"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","亚科","管状花亚科(Carduoideae Kitam.)"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","属","向日葵属(Helianthus)"
"5fab93f2ae046f57ec42e92db3b5c2c2","向日葵属","种","约100种"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","中文学名","腺绒杜鹃"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","拉丁学名","Rhododendron leptopeplum"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","界","植物界"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","门","被子植物门(Magnoliophyta)"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","亚门","木贼亚门（维管植物亚门）"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","纲","双子叶植物纲(Magnoliopsida)，又称木兰纲。"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","亚纲","五桠果亚纲(Dilleniidae)"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","目","杜鹃花目(Ericales)"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","科","杜鹃花科(Ericaceae)"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","属","杜鹃属(Rhododendron)"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","种","腺绒杜鹃"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","命名者及年代","Balf. f. et Forrest"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","分布区域","云南"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","拼音","xiàn róng dù juān"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","亚界","绿色植物亚界"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","总门","轮藻总门"
"ea0c6559ba52aedef781bd18c176a1a8","腺绒杜鹃","超目","菊超目"
"edc8811e579f455b4d82d8145e401dbe","圆冠榆","中文学名","圆冠榆"
"edc8811e579f455b4d82d8145e401dbe","圆冠榆","拉丁学名","Ulmus densa"
"edc8811e579f455b4d82d8145e401dbe","圆冠榆","界","植物界"
"edc8811e579f455b4d82d8145e401dbe","圆冠榆","族","榆族"
"edc8811e579f455b4d82d8145e401dbe","圆冠榆","门","被子植物门(Magnoliophyta)"
